ชื่อผู้รับเหมา,ตำแหน่งงาน,หน่วยงาน/โครงการ,จำนวนรวม,สัญชาติไทย,สัญชาติกัมพูชา,สัญชาติลาว,สัญชาติเมียนมาร์,จำนวนแรงงานผิดกฎหมาย,หมายเหตุ,วันที่บันทึกข้อมูล
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสถาปัตย์,The Base เพชรบุรี-ทองหล่อ,3,0,0,1,2,0,,2025-08-22 00:00:00
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสถาปัตย์,The Base เพชรบุรี-ทองหล่อ,0,0,0,0,0,0,,2025-09-18 09:23:03
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Rich Point@BTS Wutthakat,3,0,0,0,3,0,,2025-11-07 10:59:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสกิมโค้ทและงานสี,Rich Point@BTS Wutthakat,4,0,0,0,4,0,,2025-11-07 10:59:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Rich Point@BTS Wutthakat,4,0,0,0,4,0,,2025-11-07 10:59:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Rich Point@BTS Wutthakat,3,0,0,0,3,0,,2025-11-07 11:06:12
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสกิมโค้ทและงานสี,Rich Point@BTS Wutthakat,4,0,0,0,4,0,,2025-11-07 11:06:12
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Rich Point@BTS Wutthakat,4,0,0,0,4,0,,2025-11-07 11:06:12
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Rich Point@BTS Wutthakat,3,0,0,0,3,0,,2025-11-13 08:28:13
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสกิมโค้ทและงานสี,Rich Point@BTS Wutthakat,4,0,0,0,4,0,,2025-11-13 08:28:13
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Rich Point@BTS Wutthakat,4,0,0,0,4,0,,2025-11-13 08:28:13
นางอรัญญา กลัดเข็มทอง (สันติ),งานไฟฟ้า,Sukhumvit 29 Hotel,3,0,0,3,0,3,,2025-12-04 15:42:59
หจก.จิตติพัฒน์ เจริญทรัพย์,เก็บงาน QC,Sukhumvit 29 Hotel,4,0,0,0,4,3,,2025-12-04 15:42:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,S'RIN Ratchaphruek Sai1,3,2,0,0,1,0,,2025-12-04 15:46:02
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสกิมโค้ทและงานสี,S'RIN Ratchaphruek Sai1,2,0,0,0,2,0,,2025-12-04 15:46:02
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,S'RIN Ratchaphruek Sai1,1,1,0,0,0,0,,2025-12-04 15:46:02
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,Head Man งานสถาปัตย์,S'RIN Ratchaphruek Sai1,4,1,0,0,3,0,,2025-12-04 15:46:02
นายสุพจน์ แสงคำสัตย์,งานก่อ-ฉาบ,Baan Sansiri Bangna,14,0,0,0,14,14,,2025-12-11 09:33:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานเชฟตี้,Baan Sansiri Bangna,5,0,0,0,5,0,,2025-12-11 09:33:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานระบบไฟฟ้าประปา,Baan Sansiri Bangna,2,0,0,0,2,0,,2025-12-11 09:33:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสโตร์,Baan Sansiri Bangna,4,0,0,0,4,0,,2025-12-11 09:33:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสถาปัตย์,Baan Sansiri Bangna,9,0,0,0,9,0,,2025-12-11 09:33:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสำรวจ,Baan Sansiri Bangna,2,1,0,0,1,0,,2025-12-11 09:33:59
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,บริการ,Baan Sansiri Bangna,2,2,0,0,0,0,,2025-12-11 09:33:59
TEXCA WALL(SIAMESE ECOLITE CO.LTD),งานติดต้ังแผ่น PRECAST,Baan Sansiri Bangna,25,3,0,0,22,22,,2025-12-11 09:33:59
บจก.พีพีคอนสตรัคชั่น ชุมแพ,ช่างเชื่อม,THYME,6,6,0,0,0,0,,2025-12-11 09:39:51
บจก.พีรญา ก่อสร้าง,งานสถาปัตย์,THYME,23,0,0,0,23,4,,2025-12-11 09:39:51
บจก.รอยยิ้มนักสู้ คอนสตรัคชั่น,งานโครงสร้าง,THYME,9,1,0,0,8,7,,2025-12-11 09:39:51
บจก.รุ่งเรืองนาม,งานสกิมโค้ทและงานสี,THYME,13,4,0,0,9,0,,2025-12-11 09:39:51
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,คลังสินค้าและบริการ,7,1,6,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถกระบะ,คลังสินค้าและบริการ,3,3,0,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถเทลเลอร์,คลังสินค้าและบริการ,1,1,0,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถบรรทุกติดเครน,คลังสินค้าและบริการ,3,3,0,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างเชื่อม,คลังสินค้าและบริการ,7,0,3,0,4,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างซ่อมเครื่องมือเครื่องใช้ไฟฟ้า,คลังสินค้าและบริการ,1,0,0,0,1,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างซ่อมอุปกรณ์ก่อสร้าง,คลังสินค้าและบริการ,3,0,3,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานขับรถดูดฝุ่น,คลังสินค้าและบริการ,2,0,0,0,2,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานขับรถยก,คลังสินค้าและบริการ,2,1,0,0,1,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานควบคุมปั๊มคอนกรีต,คลังสินค้าและบริการ,4,1,1,0,2,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบริการงานทาวเวอร์เครน,คลังสินค้าและบริการ,6,6,0,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบังคับทาวเวอร์เครน,คลังสินค้าและบริการ,2,2,0,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานรักษาความปลอดภัย(รปภ),คลังสินค้าและบริการ,6,5,1,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานริกเกอร์,คลังสินค้าและบริการ,1,0,1,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,แม่บ้าน,คลังสินค้าและบริการ,5,1,1,0,3,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,คลังสินค้าและบริการ,22,8,3,0,11,7,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,Head Man บริการ,คลังสินค้าและบริการ,5,0,5,0,0,0,,2025-12-11 09:46:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,บริการลูกค้า,31,0,1,0,30,16,,2025-12-11 09:51:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างกระเบื้อง,บริการลูกค้า,8,0,1,0,7,1,,2025-12-11 09:51:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างปูน,บริการลูกค้า,9,0,0,0,9,1,,2025-12-11 09:51:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างสี,บริการลูกค้า,22,0,1,0,21,17,,2025-12-11 09:51:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,Head Man งานสถาปัตย์,บริการลูกค้า,5,1,0,0,4,0,,2025-12-11 09:51:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,คลังสินค้าและบริการ,7,1,6,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถกระบะ,คลังสินค้าและบริการ,3,3,0,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถเทลเลอร์,คลังสินค้าและบริการ,1,1,0,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถบรรทุกติดเครน,คลังสินค้าและบริการ,3,3,0,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างเชื่อม,คลังสินค้าและบริการ,7,0,3,0,4,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างซ่อมเครื่องมือเครื่องใช้ไฟฟ้า,คลังสินค้าและบริการ,1,0,0,0,1,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างซ่อมอุปกรณ์ก่อสร้าง,คลังสินค้าและบริการ,3,0,3,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานขับรถดูดฝุ่น,คลังสินค้าและบริการ,2,0,0,0,2,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานขับรถยก,คลังสินค้าและบริการ,2,1,0,0,1,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานควบคุมปั๊มคอนกรีต,คลังสินค้าและบริการ,4,1,1,0,2,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบริการงานทาวเวอร์เครน,คลังสินค้าและบริการ,6,6,0,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานรักษาความปลอดภัย(รปภ),คลังสินค้าและบริการ,6,5,1,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานริกเกอร์,คลังสินค้าและบริการ,1,0,1,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,แม่บ้าน,คลังสินค้าและบริการ,5,1,1,0,3,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,คลังสินค้าและบริการ,22,8,3,0,11,7,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,Head Man บริการ,คลังสินค้าและบริการ,5,0,5,0,0,0,,2025-12-11 10:00:04
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,คลังสินค้าและบริการ,7,1,6,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถกระบะ,คลังสินค้าและบริการ,3,3,0,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถเทลเลอร์,คลังสินค้าและบริการ,1,1,0,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,คนขับรถบรรทุกติดเครน,คลังสินค้าและบริการ,3,3,0,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างเชื่อม,คลังสินค้าและบริการ,7,0,3,0,4,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างซ่อมเครื่องมือเครื่องใช้ไฟฟ้า,คลังสินค้าและบริการ,1,0,0,0,1,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างซ่อมอุปกรณ์ก่อสร้าง,คลังสินค้าและบริการ,3,0,3,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานขับรถดูดฝุ่น,คลังสินค้าและบริการ,2,0,0,0,2,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานขับรถยก,คลังสินค้าและบริการ,2,1,0,0,1,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานควบคุมปั๊มคอนกรีต,คลังสินค้าและบริการ,4,1,1,0,2,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบริการงานทาวเวอร์เครน,คลังสินค้าและบริการ,6,6,0,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานรักษาความปลอดภัย(รปภ),คลังสินค้าและบริการ,6,5,1,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานริกเกอร์,คลังสินค้าและบริการ,1,0,1,0,0,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,แม่บ้าน,คลังสินค้าและบริการ,5,1,1,0,3,0,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,คลังสินค้าและบริการ,22,8,3,0,11,7,,2025-12-11 10:04:41
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,Head Man บริการ,คลังสินค้าและบริการ,5,0,5,0,0,0,,2025-12-11 10:04:41
นายสมศักดิ์ นุกูล,งานโครงสร้าง,Valles Haus,10,10,0,0,0,0,,2025-12-11 10:19:20
บจก.ที.โอ.บี ก่อสร้าง,งานโครงสร้าง,Valles Haus,65,1,0,0,64,58,,2025-12-11 10:19:20
บจก.เที่ยงตรง คอนสทรัคชั่น (2024),งานโครงสร้าง,Valles Haus,60,0,0,0,60,51,,2025-12-11 10:19:20
บจก.รอยยิ้มนักสู้ คอนสตรัคชั่น,งานโครงสร้าง,Valles Haus,24,0,0,0,24,18,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Valles Haus,11,0,6,0,5,0,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานไฟฟ้า,Valles Haus,4,0,3,0,1,0,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสกิมโค้ทและงานสี,Valles Haus,11,0,2,0,9,0,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างสำรวจ,Valles Haus,8,2,0,0,6,3,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Valles Haus,10,0,1,0,9,8,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบังคับทาวเวอร์เครน,Valles Haus,5,5,0,0,0,0,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานริกเกอร์,Valles Haus,2,2,0,0,0,0,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,แม่บ้าน,Valles Haus,1,0,1,0,0,0,,2025-12-11 10:19:20
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,Valles Haus,9,1,2,0,6,2,,2025-12-11 10:19:20
บริษัท วิทวัตร การก่อสร้าง จำกัด,งานโครงสร้าง,Valles Haus,31,5,1,0,25,26,,2025-12-11 10:19:20
บจก.เค.ซี.เค.คอนสตรัคชั่น 2023,งานโครงสร้าง,Live Ramintra,37,0,0,0,37,37,แรงงานผิด กม.สัญชาติเมียนมา,2025-12-11 10:21:06
บจก.ไชย นริน เอ็นจิเนียริ่ง,งานโครงสร้าง,Live Ramintra,9,0,0,0,9,9,แรงงานผิด กม.สัญชาติเมียนมา,2025-12-11 10:21:06
บจก.ที.โอ.บี.ก่อสร้าง,งานโครงสร้าง,Live Ramintra,63,4,0,0,59,59,แรงงานผิด กม.สัญชาติเมียนมา,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานระบบไฟฟ้า,Live Ramintra,4,1,0,0,3,1,แรงงานผิด กม.สัญชาติเมียนมา,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างสำรวจ,Live Ramintra,6,0,1,0,5,2,แรงงานผิด กม.สัญชาติเมียนมา,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Live Ramintra,13,0,1,0,12,12,แรงงานผิด กม.สัญชาติเมียนมา,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานควบคุมแบ็คโฮ,Live Ramintra,1,1,0,0,0,0,,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบังคับทาวเวอร์เครน,Live Ramintra,4,3,0,1,0,0,,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานริกเกอร์,Live Ramintra,3,2,0,1,0,0,,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,แม่บ้าน,Live Ramintra,2,0,1,0,1,0,,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,Live Ramintra,4,1,0,0,3,2,,2025-12-11 10:21:06
บจก.ดีประเสริฐ การช่าง,สถาปัตย์,Live Ramintra,12,0,0,0,12,0,,2025-12-11 10:21:06
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Image 49,1,0,1,0,0,0,,2025-12-11 10:27:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสกิมโค้ทและงานสี,Image 49,1,0,0,0,1,0,,2025-12-11 10:27:52
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Image 49,2,0,0,0,2,0,,2025-12-11 10:27:52
นายประสิทธิ์  คงสันเทียะ,ช่างกระเบื้อง,Bloom Mental Wellness Hospital,4,1,3,0,0,1,,2025-12-11 11:37:35
นายพัทธนันท์  ศรีชัย,ช่างกระเบื้อง,Bloom Mental Wellness Hospital,4,0,4,0,0,0,,2025-12-11 11:37:35
นายสุนทร ชอบธรรม,งานกระเบื้อง,Bloom Mental Wellness Hospital,2,0,2,0,0,2,,2025-12-11 11:37:35
บจก.รุ่งเรืองนาม,งานสกิมโค้ทและงานสี,Bloom Mental Wellness Hospital,14,5,1,0,8,3,,2025-12-11 11:37:35
บจก.แสงทวีสิน เอ็นจิเนียริ่ง,งานโครงสร้าง,Bloom Mental Wellness Hospital,6,1,0,0,5,0,,2025-12-11 11:37:35
บจก. เอ ไทม์ คอนสตรัคชั่น,งานถนน,Bloom Mental Wellness Hospital,6,2,4,0,0,0,,2025-12-11 11:37:35
บจก.A&G,งานประตู-หน้าต่าง อลูมิเนียมกระจก,Bloom Mental Wellness Hospital,7,3,0,0,4,0,,2025-12-11 11:37:35
บจก.CPP. DEVELOPMENT,งานผนัง privazy wall,Bloom Mental Wellness Hospital,7,7,0,0,0,0,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Bloom Mental Wellness Hospital,4,0,0,0,4,2,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานเซฟตี้,Bloom Mental Wellness Hospital,10,0,0,0,10,6,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานบริการ,Bloom Mental Wellness Hospital,4,0,1,0,3,1,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสโตร์,Bloom Mental Wellness Hospital,1,0,0,0,1,1,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสำรวจ,Bloom Mental Wellness Hospital,4,1,2,0,1,1,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างกระเบื้อง,Bloom Mental Wellness Hospital,6,0,4,0,2,0,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างปูน,Bloom Mental Wellness Hospital,8,0,0,0,8,5,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานบังคับทาวเวอร์เครน,Bloom Mental Wellness Hospital,1,1,0,0,0,0,,2025-12-11 11:37:35
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,พนักงานริกเกอร์,Bloom Mental Wellness Hospital,1,1,0,0,0,0,,2025-12-11 11:37:35
บริษัท ยิปมั่นเทค จำกัด,งานฝ้าเพดาน,Bloom Mental Wellness Hospital,5,1,0,0,4,0,,2025-12-11 11:37:35
นางอรัญญา กลัดเข็มทอง (สันติ),งานไฟฟ้า,Sukhumvit 29 Hotel,3,0,0,3,0,3,,2025-12-11 12:07:49
หจก.จิตติพัฒน์ เจริญทรัพย์,เก็บงาน QC,Sukhumvit 29 Hotel,4,0,0,0,4,3,,2025-12-11 12:07:49
นายสิทธิ์ศักดิ์ แสงอรุณ (สมพงษ์),เก็บงาน QC,Canopy by Hilton (CBH SKV12),34,3,0,0,31,21,ผิด กม.เมียนมา 21,2025-12-11 12:27:37
นายสุริยะ สิงห์สำราญ (เอมอร),เก็บงาน QC,Canopy by Hilton (CBH SKV12),45,2,0,0,43,4,ผิด กม.เมียนมา 4,2025-12-11 12:27:37
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,กรรมกร,Canopy by Hilton (CBH SKV12),3,0,2,0,1,0,,2025-12-11 12:27:37
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างกระเบื้อง,Canopy by Hilton (CBH SKV12),3,0,2,0,1,1,ผิด กม.เมียนมา 1,2025-12-11 12:27:37
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,ช่างสำรวจ DC,Canopy by Hilton (CBH SKV12),6,2,2,0,2,1,ผิด กม.เมียนมา 1,2025-12-11 12:27:37
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,สโตร์,Canopy by Hilton (CBH SKV12),7,2,0,0,5,1,ผิด กม.เมียนมา 1,2025-12-11 12:27:37
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,SAFETY,Canopy by Hilton (CBH SKV12),7,0,2,0,5,3,ผิด กม.เมียนมา 1 กัมพูชา 2,2025-12-11 12:27:37
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,service,Canopy by Hilton (CBH SKV12),6,3,3,0,0,1,ผิด กม.เมียนมา 1,2025-12-11 12:27:37
หจก.จิตติพัฒน์ เจริญทรัพย์,เก็บงาน QC,Canopy by Hilton (CBH SKV12),56,1,0,10,45,45,ผิด กม.เมียนมา 35 ลาว 10,2025-12-11 12:27:37
บจก.เกตุบางราย คอนสตัคชั่น,งานโครงสร้าง,Escent Hatyai 2,48,5,4,0,39,23,ผิดกฎหมาย กัมพูชา 2 คน เมียนมา 21 คน,2025-12-11 21:16:00
บจก.ไชยนรินทร์ เอ็นจิเนียริ่ง,งานโครงสร้าง,Escent Hatyai 2,32,0,0,0,32,32,,2025-12-11 21:16:00
บจก.พีรญา ก่อสร้าง,งานก่อ-ฉาบ,Escent Hatyai 2,17,0,0,0,17,10,,2025-12-11 21:16:00
บจก.รุ่งเรืองนาม,งานสกิมโค้ทและงานสี,Escent Hatyai 2,11,6,0,0,5,2,,2025-12-11 21:16:00
บจก.ว.ไชยาอินเตอร์เนชั่นแนล,งานระบบไฟฟ้า,Escent Hatyai 2,26,26,0,0,0,0,,2025-12-11 21:16:00
บจก.ว.ไชยาอินเตอร์เนชั่นแนล,งานระบบสุขาภิบาล,Escent Hatyai 2,17,9,0,0,8,6,,2025-12-11 21:16:00
บจก.แสงทวีสิน เอ็นจิเนียริ่ง,งานโครงสร้าง,Escent Hatyai 2,56,3,4,0,49,31,ผิดกฎหมาย กัมพูชา 2 คน เมียนมา 29 คน,2025-12-11 21:16:00
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานไฟฟ้าและประปา,Escent Hatyai 2,4,3,0,0,1,0,,2025-12-11 21:16:00
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสโตร์,Escent Hatyai 2,4,0,0,0,4,2,ผิดกฎหมาย  เมียนมา 2 คน,2025-12-11 21:16:00
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,งานสำรวจ,Escent Hatyai 2,6,0,0,0,6,5,ผิดกฎหมาย  เมียนมา 5 คน,2025-12-11 21:16:00
บริษัท ที.ที.เอส. เอ็นจิเนียริ่ง (2004) จำกัด,เซฟตี้,Escent Hatyai 2,14,0,1,1,12,13,ผิดกฎหมาย  เมียนมา 12 คน กัมพูชา 1 คน,2025-12-11 21:16:00
